Addresss,station,walk_min,sale_price ,layout,floor_area_sqm,building_age,structure,description
あすみが丘,土気,14,12000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から14、1997年、ＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
あすみが丘,土気,20,8000000,２ＬＤＫ,55,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの２ＬＤＫ、55のマンションが8000000で取引された。
あすみが丘,土気,15,17000000,４ＬＤＫ,95,1993年,ＲＣ,あすみが丘、土気から15、1993年、ＲＣの４ＬＤＫ、95のマンションが17000000で取引された。
あすみが丘,土気,21,7000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から21、1995年、ＲＣの３ＬＤＫ、75のマンションが7000000で取引された。
あすみが丘,土気,4,13000000,３ＬＤＫ,60,1993年,ＲＣ,あすみが丘、土気から4、1993年、ＲＣの３ＬＤＫ、60のマンションが13000000で取引された。
あすみが丘,土気,3,12000000,４ＬＤＫ,80,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの４ＬＤＫ、80のマンションが12000000で取引された。
おゆみ野,土気,8,19000000,２ＬＤＫ,70,1999年,ＳＲＣ,おゆみ野、土気から8、1999年、ＳＲＣの２ＬＤＫ、70のマンションが19000000で取引された。
おゆみ野,土気,8,10000000,４ＬＤＫ,75,1999年,ＳＲＣ,おゆみ野、土気から8、1999年、ＳＲＣの４ＬＤＫ、75のマンションが10000000で取引された。
おゆみ野南,土気,28,16000000,３ＬＤＫ,75,1996年,ＲＣ,おゆみ野南、土気から28、1996年、ＲＣの３ＬＤＫ、75のマンションが16000000で取引された。
高津戸町,土気,13,12000000,３ＬＤＫ,75,,,高津戸町、土気から13、、の３ＬＤＫ、75のマンションが12000000で取引された。
高津戸町,土気,12,17000000,,80,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの、80のマンションが17000000で取引された。
高津戸町,土気,12,18000000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが18000000で取引された。
高津戸町,土気,10,8300000,,55,1992年,ＲＣ,高津戸町、土気から10、1992年、ＲＣの、55のマンションが8300000で取引された。
高津戸町,土気,13,14000000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から13、1992年、ＳＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
高津戸町,土気,12,14000000,,70,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの、70のマンションが14000000で取引された。
高津戸町,土気,10,5700000,１ＬＤＫ,50,1992年,ＲＣ,高津戸町、土気から10、1992年、ＲＣの１ＬＤＫ、50のマンションが5700000で取引された。
高津戸町,土気,12,18000000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、70のマンションが18000000で取引された。
高津戸町,土気,12,5600000,２ＬＤＫ,50,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの２ＬＤＫ、50のマンションが5600000で取引された。
高津戸町,土気,12,9500000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが9500000で取引された。
高津戸町,土気,10,4400000,２ＬＤＫ,50,1992年,ＲＣ,高津戸町、土気から10、1992年、ＲＣの２ＬＤＫ、50のマンションが4400000で取引された。
高津戸町,土気,15,6700000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から15、1992年、ＳＲＣの３ＬＤＫ、70のマンションが6700000で取引された。
高津戸町,土気,12,9800000,,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの、75のマンションが9800000で取引された。
土気町,土気,9,19000000,３ＬＤＫ,65,,,土気町、土気から9、、の３ＬＤＫ、65のマンションが19000000で取引された。
土気町,土気,9,19000000,３ＬＤＫ,65,,,土気町、土気から9、、の３ＬＤＫ、65のマンションが19000000で取引された。
土気町,土気,9,3500000,３ＬＤＫ,50,1994年,ＲＣ,土気町、土気から9、1994年、ＲＣの３ＬＤＫ、50のマンションが3500000で取引された。
土気町,土気,8,17000000,,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの、65のマンションが17000000で取引された。
土気町,土気,11,13000000,,50,2001年,ＲＣ,土気町、土気から11、2001年、ＲＣの、50のマンションが13000000で取引された。
土気町,土気,8,12000000,,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの、75のマンションが12000000で取引された。
土気町,土気,8,15000000,,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの、65のマンションが15000000で取引された。
土気町,土気,8,12000000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが12000000で取引された。
土気町,土気,8,15000000,２ＬＤＫ,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの２ＬＤＫ、75のマンションが15000000で取引された。
土気町,土気,7,20000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から7、1998年、ＲＣの３ＬＤＫ、65のマンションが20000000で取引された。
土気町,土気,8,13000000,３ＬＤＫ,70,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの３ＬＤＫ、70のマンションが13000000で取引された。
土気町,土気,12,5400000,２ＬＤＫ,50,2001年,ＲＣ,土気町、土気から12、2001年、ＲＣの２ＬＤＫ、50のマンションが5400000で取引された。
土気町,土気,8,11000000,３ＬＤＫ,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
土気町,土気,8,25000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが25000000で取引された。
土気町,土気,8,18000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが18000000で取引された。
土気町,土気,7,3000000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から7、1994年、ＲＣの３ＬＤＫ、60のマンションが3000000で取引された。
土気町,土気,8,12000000,２ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの２ＬＤＫ、65のマンションが12000000で取引された。
あすみが丘,土気,15,9000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、70のマンションが9000000で取引された。
あすみが丘,土気,19,13000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から19、1994年、ＲＣの３ＬＤＫ、75のマンションが13000000で取引された。
あすみが丘,土気,24,14000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から24、1995年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,24,6400000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から24、1995年、ＲＣの３ＬＤＫ、70のマンションが6400000で取引された。
あすみが丘,土気,18,14000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から18、1994年、ＲＣの３ＬＤＫ、75のマンションが14000000で取引された。
あすみが丘,土気,20,10000000,３ＬＤＫ,70,1997年,ＲＣ,あすみが丘、土気から20、1997年、ＲＣの３ＬＤＫ、70のマンションが10000000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,85,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、85のマンションが14000000で取引された。
あすみが丘,土気,3,11000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
あすみが丘,土気,15,8200000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から15、1997年、ＲＣの３ＬＤＫ、75のマンションが8200000で取引された。
あすみが丘,土気,24,8300000,３ＬＤＫ,75,1993年,ＲＣ,あすみが丘、土気から24、1993年、ＲＣの３ＬＤＫ、75のマンションが8300000で取引された。
あすみが丘,土気,18,11000000,３ＬＤＫ,75,1997年,ＳＲＣ,あすみが丘、土気から18、1997年、ＳＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,3,12000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、65のマンションが12000000で取引された。
あすみが丘,土気,15,8000000,３ＬＤＫ,75,1997年,,あすみが丘、土気から15、1997年、の３ＬＤＫ、75のマンションが8000000で取引された。
あすみが丘,土気,15,13000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、70のマンションが13000000で取引された。
あすみが丘,土気,20,9700000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から20、1994年、ＲＣの３ＬＤＫ、70のマンションが9700000で取引された。
あすみが丘,土気,19,11000000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から19、1994年、ＲＣの３ＬＤＫ、70のマンションが11000000で取引された。
高津戸町,土気,12,7500000,３ＬＤＫ,70,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、70のマンションが7500000で取引された。
高津戸町,土気,10,5800000,２ＬＤＫ,50,1992年,ＲＣ,高津戸町、土気から10、1992年、ＲＣの２ＬＤＫ、50のマンションが5800000で取引された。
高津戸町,土気,1,11000000,３ＬＤＫ,95,1992年,ＳＲＣ,高津戸町、土気から1、1992年、ＳＲＣの３ＬＤＫ、95のマンションが11000000で取引された。
土気町,土気,9,5800000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から9、1994年、ＲＣの３ＬＤＫ、60のマンションが5800000で取引された。
土気町,土気,8,5400000,３ＬＤＫ,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの３ＬＤＫ、75のマンションが5400000で取引された。
あすみが丘,土気,15,15000000,３ＬＤＫ,80,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、80のマンションが15000000で取引された。
あすみが丘,土気,16,7200000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から16、1997年、ＲＣの３ＬＤＫ、75のマンションが7200000で取引された。
あすみが丘,土気,3,5200000,３ＬＤＫ,60,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、60のマンションが5200000で取引された。
あすみが丘,土気,18,8400000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から18、1994年、ＲＣの３ＬＤＫ、75のマンションが8400000で取引された。
あすみが丘,土気,16,11000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から16、1997年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
高津戸町,土気,12,6500000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが6500000で取引された。
高津戸町,土気,10,4000000,３ＤＫ,50,1992年,ＲＣ,高津戸町、土気から10、1992年、ＲＣの３ＤＫ、50のマンションが4000000で取引された。
土気町,土気,9,7300000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から9、1994年、ＲＣの３ＬＤＫ、60のマンションが7300000で取引された。
土気町,土気,8,12000000,３ＬＤＫ,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
土気町,土気,11,7200000,２ＤＫ,50,2001年,ＲＣ,土気町、土気から11、2001年、ＲＣの２ＤＫ、50のマンションが7200000で取引された。
土気町,土気,6,7900000,３ＬＤＫ,75,1997年,ＲＣ,土気町、土気から6、1997年、ＲＣの３ＬＤＫ、75のマンションが7900000で取引された。
土気町,土気,11,6400000,３ＬＤＫ,50,2001年,ＲＣ,土気町、土気から11、2001年、ＲＣの３ＬＤＫ、50のマンションが6400000で取引された。
土気町,土気,8,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
土気町,土気,8,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
土気町,土気,7,12000000,３ＬＤＫ,70,1997年,ＲＣ,土気町、土気から7、1997年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
あすみが丘,土気,21,12000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
あすみが丘,土気,16,16000000,３ＬＤＫ,70,2007年,ＲＣ,あすみが丘、土気から16、2007年、ＲＣの３ＬＤＫ、70のマンションが16000000で取引された。
あすみが丘,土気,21,10000000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの３ＬＤＫ、70のマンションが10000000で取引された。
あすみが丘,土気,15,14000000,４ＬＤＫ,85,1997年,ＲＣ,あすみが丘、土気から15、1997年、ＲＣの４ＬＤＫ、85のマンションが14000000で取引された。
あすみが丘,土気,16,22000000,４ＬＤＫ,75,2007年,ＲＣ,あすみが丘、土気から16、2007年、ＲＣの４ＬＤＫ、75のマンションが22000000で取引された。
あすみが丘,土気,23,15000000,３ＬＤＫ,80,1994年,ＲＣ,あすみが丘、土気から23、1994年、ＲＣの３ＬＤＫ、80のマンションが15000000で取引された。
あすみが丘,土気,19,10000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から19、1995年、ＲＣの３ＬＤＫ、70のマンションが10000000で取引された。
あすみが丘,土気,23,10000000,３ＬＤＫ,75,1995年,ＲＣ,あすみが丘、土気から23、1995年、ＲＣの３ＬＤＫ、75のマンションが10000000で取引された。
あすみが丘,土気,4,8500000,３ＬＤＫ,60,1993年,ＲＣ,あすみが丘、土気から4、1993年、ＲＣの３ＬＤＫ、60のマンションが8500000で取引された。
あすみが丘,土気,21,9000000,２ＬＤＫ,65,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの２ＬＤＫ、65のマンションが9000000で取引された。
あすみが丘,土気,21,15000000,３ＬＤＫ,80,1993年,ＲＣ,あすみが丘、土気から21、1993年、ＲＣの３ＬＤＫ、80のマンションが15000000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,80,1994年,ＲＣ,あすみが丘、土気から15、1994年、ＲＣの３ＬＤＫ、80のマンションが14000000で取引された。
あすみが丘,土気,15,12000000,３ＬＤＫ,75,1997年,ＳＲＣ,あすみが丘、土気から15、1997年、ＳＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
あすみが丘,土気,15,9400000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から15、1995年、ＲＣの３ＬＤＫ、70のマンションが9400000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,65,2007年,ＲＣ,あすみが丘、土気から15、2007年、ＲＣの３ＬＤＫ、65のマンションが14000000で取引された。
あすみが丘,土気,15,9000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から15、1997年、ＲＣの３ＬＤＫ、75のマンションが9000000で取引された。
あすみが丘,土気,20,12000000,３ＬＤＫ,65,,ＲＣ,あすみが丘、土気から20、、ＲＣの３ＬＤＫ、65のマンションが12000000で取引された。
あすみが丘,土気,20,9700000,３ＬＤＫ,70,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの３ＬＤＫ、70のマンションが9700000で取引された。
あすみが丘,土気,16,20000000,３ＬＤＫ,70,,ＲＣ,あすみが丘、土気から16、、ＲＣの３ＬＤＫ、70のマンションが20000000で取引された。
あすみが丘,土気,16,18000000,４ＬＤＫ,75,2007年,ＲＣ,あすみが丘、土気から16、2007年、ＲＣの４ＬＤＫ、75のマンションが18000000で取引された。
あすみが丘,土気,14,11000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から14、1997年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,20,14000000,４ＬＤＫ,100,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの４ＬＤＫ、100のマンションが14000000で取引された。
あすみが丘,土気,20,11000000,３ＬＤＫ,85,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの３ＬＤＫ、85のマンションが11000000で取引された。
あすみが丘,土気,14,13000000,４ＬＤＫ,80,1997年,ＲＣ,あすみが丘、土気から14、1997年、ＲＣの４ＬＤＫ、80のマンションが13000000で取引された。
あすみが丘,土気,20,14000000,３ＬＤＫ,85,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの３ＬＤＫ、85のマンションが14000000で取引された。
あすみが丘,土気,3,13000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、65のマンションが13000000で取引された。
あすみが丘,土気,18,11000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から18、1997年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,18,15000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から18、1994年、ＲＣの３ＬＤＫ、75のマンションが15000000で取引された。
高津戸町,土気,10,7800000,２ＬＤＫ,60,1992年,ＳＲＣ,高津戸町、土気から10、1992年、ＳＲＣの２ＬＤＫ、60のマンションが7800000で取引された。
土気町,土気,10,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から10、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
土気町,土気,10,7400000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から10、1998年、ＲＣの３ＬＤＫ、65のマンションが7400000で取引された。
土気町,土気,8,12000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが12000000で取引された。
土気町,土気,8,6500000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが6500000で取引された。
土気町,土気,8,12000000,３ＬＤＫ,75,1997年,ＲＣ,土気町、土気から8、1997年、ＲＣの３ＬＤＫ、75のマンションが12000000で取引された。
土気町,土気,8,11000000,３ＬＤＫ,65,1998年,ＲＣ,土気町、土気から8、1998年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
高津戸町,土気,13,11000000,４ＬＤＫ,85,,ＳＲＣ,高津戸町、土気から13、、ＳＲＣの４ＬＤＫ、85のマンションが11000000で取引された。
高津戸町,土気,12,6800000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが6800000で取引された。
高津戸町,土気,12,8500000,３ＬＤＫ,75,1992年,ＳＲＣ,高津戸町、土気から12、1992年、ＳＲＣの３ＬＤＫ、75のマンションが8500000で取引された。
土気町,土気,8,6500000,３ＬＤＫ,60,1994年,ＲＣ,土気町、土気から8、1994年、ＲＣの３ＬＤＫ、60のマンションが6500000で取引された。
土気町,土気,11,5400000,２ＤＫ,50,2001年,ＲＣ,土気町、土気から11、2001年、ＲＣの２ＤＫ、50のマンションが5400000で取引された。
あすみが丘,土気,18,9900000,３ＬＤＫ,75,1993年,ＲＣ,あすみが丘、土気から18、1993年、ＲＣの３ＬＤＫ、75のマンションが9900000で取引された。
あすみが丘,土気,24,7900000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から24、1994年、ＲＣの３ＬＤＫ、70のマンションが7900000で取引された。
あすみが丘,土気,21,8300000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの３ＬＤＫ、75のマンションが8300000で取引された。
あすみが丘,土気,15,10000000,２ＬＤＫ,75,1997年,ＳＲＣ,あすみが丘、土気から15、1997年、ＳＲＣの２ＬＤＫ、75のマンションが10000000で取引された。
あすみが丘,土気,21,10000000,３ＬＤＫ,70,1994年,ＲＣ,あすみが丘、土気から21、1994年、ＲＣの３ＬＤＫ、70のマンションが10000000で取引された。
あすみが丘,土気,20,14000000,４ＬＤＫ,95,1993年,ＲＣ,あすみが丘、土気から20、1993年、ＲＣの４ＬＤＫ、95のマンションが14000000で取引された。
あすみが丘,土気,16,11000000,３ＬＤＫ,75,1997年,ＲＣ,あすみが丘、土気から16、1997年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,15,12000000,３ＬＤＫ,70,1997年,ＳＲＣ,あすみが丘、土気から15、1997年、ＳＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
あすみが丘,土気,19,12000000,３ＬＤＫ,95,,ＲＣ,あすみが丘、土気から19、、ＲＣの３ＬＤＫ、95のマンションが12000000で取引された。
あすみが丘,土気,18,12000000,３ＬＤＫ,80,1993年,ＲＣ,あすみが丘、土気から18、1993年、ＲＣの３ＬＤＫ、80のマンションが12000000で取引された。
あすみが丘,土気,24,12000000,３ＬＤＫ,70,1995年,ＲＣ,あすみが丘、土気から24、1995年、ＲＣの３ＬＤＫ、70のマンションが12000000で取引された。
あすみが丘,土気,18,11000000,３ＬＤＫ,75,1994年,ＲＣ,あすみが丘、土気から18、1994年、ＲＣの３ＬＤＫ、75のマンションが11000000で取引された。
あすみが丘,土気,15,17000000,３ＬＤＫ,65,2007年,ＲＣ,あすみが丘、土気から15、2007年、ＲＣの３ＬＤＫ、65のマンションが17000000で取引された。
あすみが丘,土気,3,11000000,３ＬＤＫ,65,1993年,ＲＣ,あすみが丘、土気から3、1993年、ＲＣの３ＬＤＫ、65のマンションが11000000で取引された。
あすみが丘,土気,15,14000000,３ＬＤＫ,65,2007年,ＲＣ,あすみが丘、土気から15、2007年、ＲＣの３ＬＤＫ、65のマンションが14000000で取引された。
あすみが丘,土気,15,20000000,４ＬＤＫ,85,2007年,ＲＣ,あすみが丘、土気から15、2007年、ＲＣの４ＬＤＫ、85のマンションが20000000で取引された。
